"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"505",538,208,584188.1718,148591.0497,18.288,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584188.1718, 148591.0497)
"506",539,208,584187.0086,148592.9825,24.892,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584187.0086, 148592.9825)
"507",540,208,584187.7906,148593.877,15.748,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584187.7906, 148593.877)
"508",541,208,584191.3628,148593.2688,17.78,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584191.3628, 148593.2688)
"509",542,209,584128.4114,148557.7821,52.07,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584128.4114, 148557.7821)
"510",543,209,584129.5746,148551.4694,33.782,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584129.5746, 148551.4694)
"511",544,209,584129.3502,148548.6488,10.16,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584129.3502, 148548.6488)
"512",545,209,584131.4881,148548.3458,26.924,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584131.4881, 148548.3458)
"513",546,209,584130.2385,148547.7715,14.224,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584130.2385, 148547.7715)
"514",547,209,584134.4703,148548.9608,24.384,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584134.4703, 148548.9608)
"515",548,209,584135.214,148548.467,20.828,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584135.214, 148548.467)
"516",552,209,584131.0431,148539.646,59.944,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584131.0431, 148539.646)
"517",553,209,584125.8563,148545.5974,18.542,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584125.8563, 148545.5974)
"518",556,209,584126.7905,148536.7445,19.05,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584126.7905, 148536.7445)
"519",557,209,584125.9701,148540.4844,13.716,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584125.9701, 148540.4844)
"520",558,209,584124.3259,148537.8009,61.468,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584124.3259, 148537.8009)
"521",559,209,584124.9071,148541.9361,40.64,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584124.9071, 148541.9361)
"522",560,209,584115.4533,148540.2498,17.78,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584115.4533, 148540.2498)
"523",561,209,584110.4939,148554.0114,55.626,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584110.4939, 148554.0114)
"524",562,209,584116.2091,148551.6139,21.844,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584116.2091, 148551.6139)
"525",563,209,584113.97,148554.7174,41.148,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584113.97, 148554.7174)
"526",564,209,584122.1596,148549.7331,20.32,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584122.1596, 148549.7331)
"527",565,209,584122.2359,148553.3364,28.448,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584122.2359, 148553.3364)
"528",566,210,584153.3717,148561.9186,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584153.3717, 148561.9186)
"529",567,210,584156.3451,148558.0753,25.908,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584156.3451, 148558.0753)
"530",568,210,584156.9329,148558.4952,54.864,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584156.9329, 148558.4952)
"531",569,210,584160.1832,148556.964,20.828,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584160.1832, 148556.964)
"532",570,210,584158.3577,148555.6263,13.462,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584158.3577, 148555.6263)
"533",571,210,584160.2545,148554.9844,18.542,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584160.2545, 148554.9844)
"534",572,210,584159.6014,148549.3693,1450.34,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584159.6014, 148549.3693)
"535",573,210,584158.8607,148549.0046,15.748,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584158.8607, 148549.0046)
"536",574,210,584160.1343,148544.7002,20.066,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584160.1343, 148544.7002)
"537",575,210,584158.06,148540.2054,13.716,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584158.06, 148540.2054)
"538",576,210,584151.7999,148547.8462,21.59,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584151.7999, 148547.8462)
"539",577,210,584154.3865,148539.0684,57.15,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584154.3865, 148539.0684)
"540",578,210,584154.595,148538.4956,54.102,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584154.595, 148538.4956)
"541",579,210,584151.0671,148545.9996,33.02,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584151.0671, 148545.9996)
"542",580,210,584150.8713,148542.4987,17.78,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584150.8713, 148542.4987)
"543",582,210,584149.7296,148538.5429,67.564,"LITU",NA,"L",NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","liriodenTulipife",c(584149.7296, 148538.5429)
"544",583,210,584143.8741,148537.8212,19.558,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584143.8741, 148537.8212)
"545",586,210,584142.1488,148543.7382,17.272,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584142.1488, 148543.7382)
"546",587,210,584139.1123,148541.0986,22.098,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584139.1123, 148541.0986)
"547",588,210,584144.1617,148546.5012,37.338,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584144.1617, 148546.5012)
"548",589,210,584139.6926,148543.6407,56.388,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584139.6926, 148543.6407)
"549",590,210,584143.28,148547.7792,17.78,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584143.28, 148547.7792)
"550",591,211,584130.463,148532.816,27.686,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584130.463, 148532.816)
"551",592,211,584134.9196,148532.9349,19.558,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584134.9196, 148532.9349)
"552",593,211,584136.4676,148531.7252,44.958,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584136.4676, 148531.7252)
"553",594,211,584133.9085,148523.7376,37.084,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584133.9085, 148523.7376)
"554",595,211,584134.8679,148523.1948,22.606,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584134.8679, 148523.1948)
"555",596,211,584138.5455,148524.5906,51.562,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584138.5455, 148524.5906)
"556",597,211,584141.8052,148517.1968,38.608,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584141.8052, 148517.1968)
"557",598,211,584135.6229,148514.9531,28.702,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584135.6229, 148514.9531)
"558",599,211,584131.908,148516.2855,18.542,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584131.908, 148516.2855)
"559",600,211,584130.4353,148520.533,34.29,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584130.4353, 148520.533)
"560",601,211,584129.6443,148515.4996,13.97,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584129.6443, 148515.4996)
"561",602,211,584129.6655,148515.6505,16.764,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584129.6655, 148515.6505)
"562",603,211,584127.5897,148511.3047,16.764,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584127.5897, 148511.3047)
"563",604,211,584127.22,148510.0155,55.118,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584127.22, 148510.0155)
"564",605,211,584123.756,148506.2609,64.262,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584123.756, 148506.2609)
"565",606,211,584124.3572,148508.2311,17.272,"ACRU",NA,"L",NA,"DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584124.3572, 148508.2311)
"566",607,211,584124.6664,148508.8941,18.796,"ACRU",NA,"L",NA,"DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584124.6664, 148508.8941)
"567",608,211,584117.779,148515.1386,41.148,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584117.779, 148515.1386)
"568",609,211,584123.9703,148518.1583,78.486,"QUAL",NA,"L",NA,"SPLIT W A SNAG ABOVE DBH","Quercus alba","Quercus","alba","quercusAlba",c(584123.9703, 148518.1583)
"569",610,211,584127.4899,148520.416,25.654,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584127.4899, 148520.416)
"570",612,211,584118.0746,148520.6758,20.828,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584118.0746, 148520.6758)
"571",613,211,584114.8744,148529.2678,38.354,"QUAL",NA,"L",NA,"DOUBLE STEM","Quercus alba","Quercus","alba","quercusAlba",c(584114.8744, 148529.2678)
"572",614,211,584114.7463,148529.6817,30.48,"QUAL",NA,"L",NA,"DOUBLE STEM","Quercus alba","Quercus","alba","quercusAlba",c(584114.7463, 148529.6817)
"573",615,211,584124.5982,148524.5759,49.784,"QUVE",NA,"L",NA,"LEAN SLIGHT","Quercus velutina","Quercus","velutina","quercusVelutina",c(584124.5982, 148524.5759)
"574",616,211,584115.388,148530.383,45.974,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584115.388, 148530.383)
"575",617,211,584120.3512,148529.2252,29.972,"QUAL",NA,"L",NA,"DOUBLE STEM","Quercus alba","Quercus","alba","quercusAlba",c(584120.3512, 148529.2252)
"576",618,211,584120.0879,148529.7266,29.718,"QUAL",NA,"L",NA,"DOUBLE STEM","Quercus alba","Quercus","alba","quercusAlba",c(584120.0879, 148529.7266)
"577",619,211,584119.8072,148531.6152,12.446,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584119.8072, 148531.6152)
"578",620,211,584125.5492,148528.8916,11.684,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584125.5492, 148528.8916)
"579",621,211,584128.2534,148529.0307,17.272,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584128.2534, 148529.0307)
"580",622,212,584155.1451,148537.1606,11.43,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584155.1451, 148537.1606)
"581",623,212,584156.2728,148534.437,47.244,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584156.2728, 148534.437)
"582",624,212,584157.1187,148535.4828,12.446,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584157.1187, 148535.4828)
"583",625,212,584156.3309,148531.6285,17.78,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584156.3309, 148531.6285)
"584",626,212,584157.2976,148532.5424,12.7,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584157.2976, 148532.5424)
"585",627,212,584158.8728,148533.472,16.764,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584158.8728, 148533.472)
"586",629,212,584163.4403,148533.4768,24.638,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584163.4403, 148533.4768)
"587",630,212,584158.1514,148526.5477,13.208,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584158.1514, 148526.5477)
"588",631,212,584164.6117,148524.0448,63.5,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584164.6117, 148524.0448)
"589",632,212,584158.9888,148523.9516,33.782,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584158.9888, 148523.9516)
"590",633,212,584158.0389,148519.1646,25.908,"QUMO",NA,"L",NA,"LEAN","Quercus montana","Quercus","montana","quercusMontana",c(584158.0389, 148519.1646)
"591",634,212,584155.4082,148517.3927,41.148,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584155.4082, 148517.3927)
"592",635,212,584151.1171,148517.0637,17.272,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584151.1171, 148517.0637)
"593",636,212,584150.6962,148518.4204,34.798,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584150.6962, 148518.4204)
"594",637,212,584147.8137,148515.106,48.514,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584147.8137, 148515.106)
"595",638,212,584147.4355,148514.9543,47.498,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584147.4355, 148514.9543)
"596",639,212,584147.5132,148517.5407,17.018,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584147.5132, 148517.5407)
"597",640,212,584150.1888,148522.1012,16.256,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584150.1888, 148522.1012)
"598",642,212,584143.0334,148523.1264,12.192,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584143.0334, 148523.1264)
"599",643,212,584144.9866,148525.9241,11.43,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584144.9866, 148525.9241)
"600",644,212,584149.7712,148526.1884,45.974,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584149.7712, 148526.1884)
"601",645,212,584149.9554,148527.0692,51.816,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584149.9554, 148527.0692)
"602",646,212,584142.9507,148527.0937,12.446,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584142.9507, 148527.0937)
"603",647,212,584145.4374,148527.9474,30.48,"QURU",NA,"L",NA,"DOUBLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(584145.4374, 148527.9474)
"604",648,212,584145.4374,148527.9474,49.276,"QURU",NA,"L",NA,"DOUBLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(584145.4374, 148527.9474)
"605",649,212,584143.1517,148529.0401,13.462,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584143.1517, 148529.0401)
"606",650,212,584144.4583,148529.5076,18.034,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584144.4583, 148529.5076)
"607",651,212,584147.901,148529.8471,11.684,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584147.901, 148529.8471)
"608",652,212,584151.7316,148527.9573,19.304,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584151.7316, 148527.9573)
"609",653,212,584140.0599,148535.0461,60.198,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584140.0599, 148535.0461)
"610",654,212,584149.7434,148531.4917,36.576,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584149.7434, 148531.4917)
"611",655,212,584150.524,148534.7885,13.208,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584150.524, 148534.7885)
"612",656,212,584149.1531,148537.9875,13.97,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584149.1531, 148537.9875)
"613",657,213,584174.8711,148562.158,78.74,"QUCO",NA,"L",NA,NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(584174.8711, 148562.158)
"614",658,213,584174.9764,148565.1737,42.672,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584174.9764, 148565.1737)
"615",659,213,584177.9099,148567.6442,20.066,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584177.9099, 148567.6442)
"616",660,213,584175.7954,148559.4693,13.97,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584175.7954, 148559.4693)
"617",661,213,584179.0684,148562.2512,11.176,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584179.0684, 148562.2512)
"618",662,213,584183.2025,148567.6602,14.732,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584183.2025, 148567.6602)
"619",663,213,584179.2124,148559.2661,38.862,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584179.2124, 148559.2661)
"620",664,213,584184.2695,148553.9002,11.176,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584184.2695, 148553.9002)
"621",665,213,584183.7454,148547.5073,28.448,"QUMO",NA,"D",NA,"LEAN DEAD","Quercus montana","Quercus","montana","quercusMontana",c(584183.7454, 148547.5073)
"622",666,213,584179.7936,148544.8514,11.176,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584179.7936, 148544.8514)
"623",667,213,584177.7109,148543.0934,46.736,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584177.7109, 148543.0934)
"624",668,213,584170.823,148540.6406,21.336,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584170.823, 148540.6406)
"625",669,213,584168.9039,148540.7076,54.61,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584168.9039, 148540.7076)
"626",670,213,584167.9379,148541.8999,18.288,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584167.9379, 148541.8999)
"627",671,213,584167.1745,148549.3838,23.368,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584167.1745, 148549.3838)
"628",672,213,584168.815,148554.0821,16.256,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584168.815, 148554.0821)
"629",673,213,584167.9817,148557.0851,40.64,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584167.9817, 148557.0851)
"630",674,213,584162.2665,148562.2825,10.922,"COFL",NA,"L",NA,"LEAN","Cornus florida","Cornus","florida","cornusFlorida",c(584162.2665, 148562.2825)
"631",675,213,584167.6673,148559.4494,10.16,"COFL",NA,"L",NA,"LEAN","Cornus florida","Cornus","florida","cornusFlorida",c(584167.6673, 148559.4494)
"632",676,213,584172.7749,148565.0004,12.954,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584172.7749, 148565.0004)
"633",677,213,584174.1597,148562.2369,23.876,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584174.1597, 148562.2369)
"634",678,214,584200.9731,148571.3465,19.05,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584200.9731, 148571.3465)
"635",679,214,584202.8685,148569.3834,11.43,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584202.8685, 148569.3834)
"636",681,214,584204.1121,148567.5804,51.054,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584204.1121, 148567.5804)
"637",682,214,584205.7702,148569.1929,10.668,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584205.7702, 148569.1929)
"638",683,214,584206.5284,148567.2403,13.208,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584206.5284, 148567.2403)
"639",684,214,584211.3336,148557.875,86.868,"QUVE",NA,"L",NA,"STEM SPLITS ABOVE DBH","Quercus velutina","Quercus","velutina","quercusVelutina",c(584211.3336, 148557.875)
"640",685,214,584211.9219,148553.9192,20.32,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584211.9219, 148553.9192)
"641",686,214,584211.648,148554.0528,14.478,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584211.648, 148554.0528)
"642",687,214,584196.0501,148549.9426,12.446,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584196.0501, 148549.9426)
"643",688,214,584197.1249,148554.7387,40.64,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584197.1249, 148554.7387)
"644",689,214,584191.8805,148546.6727,20.574,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584191.8805, 148546.6727)
"645",690,214,584190.0222,148548.6216,26.67,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584190.0222, 148548.6216)
"646",691,214,584194.7194,148556.0525,13.208,"ACRU",NA,"L",NA,"STUMP SPROUTS","Acer rubrum","Acer","rubrum","acerRubrum",c(584194.7194, 148556.0525)
"647",692,214,584194.4949,148555.9739,16.51,"ACRU",NA,"L",NA,"STUMP SPROUTS","Acer rubrum","Acer","rubrum","acerRubrum",c(584194.4949, 148555.9739)
