"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"697",745,216,584201.4684,148523.338,16.764,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584201.4684, 148523.338)
"698",746,216,584200.7084,148528.3919,25.654,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584200.7084, 148528.3919)
"699",747,216,584201.1671,148529.6522,13.716,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584201.1671, 148529.6522)
"700",748,216,584199.2212,148529.438,18.034,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584199.2212, 148529.438)
"701",749,216,584197.4562,148528.8138,16.256,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584197.4562, 148528.8138)
"702",750,216,584197.9885,148533.7669,15.494,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584197.9885, 148533.7669)
"703",751,216,584194.3011,148535.1797,34.29,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584194.3011, 148535.1797)
"704",752,216,584194.7445,148535.3718,44.196,"QUVE",NA,"L",NA,"DOUBLE STEM","Quercus velutina","Quercus","velutina","quercusVelutina",c(584194.7445, 148535.3718)
"705",753,216,584192.5441,148540.1765,39.37,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584192.5441, 148540.1765)
"706",754,216,584200.0848,148537.2818,10.668,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584200.0848, 148537.2818)
"707",755,216,584195.5302,148544.4974,17.526,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584195.5302, 148544.4974)
"708",756,216,584198.2217,148543.207,65.786,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584198.2217, 148543.207)
"709",757,216,584196.7992,148547.0857,10.16,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584196.7992, 148547.0857)
"710",758,216,584200.2005,148546.6794,15.748,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584200.2005, 148546.6794)
"711",759,216,584203.1689,148544.633,19.558,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584203.1689, 148544.633)
"712",760,301,583987.326,148536.6386,13.97,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583987.326, 148536.6386)
"713",761,301,583988.6372,148532.1158,25.4,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583988.6372, 148532.1158)
"714",762,301,583989.5527,148537.8959,38.862,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583989.5527, 148537.8959)
"715",763,301,583994.3729,148531.3939,12.446,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583994.3729, 148531.3939)
"716",764,301,583996.207,148519.1149,61.976,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583996.207, 148519.1149)
"717",765,301,583995.4804,148516.4948,51.816,"QUCO",NA,"L","Changed from QURU to QUCO per field revisit 1/23/21",NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(583995.4804, 148516.4948)
"718",767,301,583996.2845,148513.5314,17.272,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583996.2845, 148513.5314)
"719",768,301,583994.672,148512.946,14.732,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583994.672, 148512.946)
"720",769,301,583991.7572,148514.3343,12.7,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583991.7572, 148514.3343)
"721",770,301,583980.1022,148511.3251,34.036,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583980.1022, 148511.3251)
"722",771,301,583983.247,148519.3068,11.684,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583983.247, 148519.3068)
"723",772,301,583983.4509,148519.5333,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583983.4509, 148519.5333)
"724",773,301,583977.0314,148517.8934,48.26,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583977.0314, 148517.8934)
"725",774,301,583985.3261,148522.8616,65.278,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583985.3261, 148522.8616)
"726",775,301,583980.8633,148522.5808,30.226,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583980.8633, 148522.5808)
"727",776,301,583976.1415,148523.6418,55.626,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583976.1415, 148523.6418)
"728",778,301,583980.3826,148527.5288,48.006,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583980.3826, 148527.5288)
"729",779,301,583975.7268,148530.0044,22.352,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583975.7268, 148530.0044)
"730",780,301,583985.2852,148527.2334,22.606,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583985.2852, 148527.2334)
"731",781,302,584012.3271,148534.3895,14.986,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584012.3271, 148534.3895)
"732",782,302,584012.8886,148540.5907,24.892,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584012.8886, 148540.5907)
"733",784,302,584016.2874,148540.1759,34.544,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584016.2874, 148540.1759)
"734",785,302,584018.0208,148541.3158,55.118,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584018.0208, 148541.3158)
"735",786,302,584019.8227,148540.2953,49.022,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584019.8227, 148540.2953)
"736",787,302,584015.6806,148532.0674,11.176,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584015.6806, 148532.0674)
"737",788,302,584017.9095,148531.3259,26.162,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584017.9095, 148531.3259)
"738",790,302,584024.1402,148531.7323,58.674,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584024.1402, 148531.7323)
"739",791,302,584016.9762,148528.0411,54.61,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584016.9762, 148528.0411)
"740",792,302,584025.1452,148526.946,61.214,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584025.1452, 148526.946)
"741",793,302,584019.7782,148524.7185,24.638,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584019.7782, 148524.7185)
"742",794,302,584024.9002,148522.7523,13.208,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584024.9002, 148522.7523)
"743",795,302,584021.5938,148518.8725,25.908,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584021.5938, 148518.8725)
"744",796,302,584019.3505,148517.0363,19.05,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584019.3505, 148517.0363)
"745",797,302,584017.1555,148516.5139,34.036,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584017.1555, 148516.5139)
"746",798,302,584014.6298,148516.2351,27.432,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584014.6298, 148516.2351)
"747",801,302,584008.5902,148525.3627,69.85,"QUCO",NA,"L","Changed from QURU to QUCO per field revisit 1/23/21",NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(584008.5902, 148525.3627)
"748",802,302,584009.518,148526.0071,14.478,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584009.518, 148526.0071)
"749",803,302,584003.4913,148523.1821,21.082,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584003.4913, 148523.1821)
"750",804,302,584001.0155,148526.2496,13.97,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584001.0155, 148526.2496)
"751",805,302,584005.9616,148527.515,11.176,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584005.9616, 148527.515)
"752",806,302,584005.3952,148528.8255,19.05,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584005.3952, 148528.8255)
"753",807,302,584004.2516,148530.0568,43.18,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584004.2516, 148530.0568)
"754",808,302,584001.3964,148531.1372,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584001.3964, 148531.1372)
"755",810,303,583993.5535,148508.4798,23.368,"PIST",NA,"L",NA,"SPLITS AT DBH HEIGHT","Pinus strobus","Pinus","strobus","pinusStrobus",c(583993.5535, 148508.4798)
"756",811,303,583993.1625,148502.0793,25.654,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583993.1625, 148502.0793)
"757",812,303,583997.5757,148504.78,51.054,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583997.5757, 148504.78)
"758",813,303,584000.5957,148505.9964,20.32,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584000.5957, 148505.9964)
"759",814,303,583999.2927,148497.1599,12.192,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583999.2927, 148497.1599)
"760",815,303,583998.7631,148494.7534,12.446,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583998.7631, 148494.7534)
"761",816,303,583995.1068,148494.0464,21.59,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583995.1068, 148494.0464)
"762",817,303,583989.2714,148488.9371,10.922,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583989.2714, 148488.9371)
"763",818,303,583989.3843,148491.2436,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583989.3843, 148491.2436)
"764",819,303,583983.9264,148486.397,25.4,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583983.9264, 148486.397)
"765",820,303,583986.5589,148493.3161,37.338,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583986.5589, 148493.3161)
"766",821,303,583981.0559,148486.0134,23.876,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(583981.0559, 148486.0134)
"767",822,303,583979.0832,148489.263,13.97,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(583979.0832, 148489.263)
"768",823,303,583981.2938,148492.2226,26.924,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583981.2938, 148492.2226)
"769",824,303,583983.136,148495.4648,73.914,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583983.136, 148495.4648)
"770",825,303,583977.8484,148505.5361,34.036,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583977.8484, 148505.5361)
"771",826,303,583986.6251,148503.8359,59.436,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583986.6251, 148503.8359)
"772",827,303,583983.3783,148507.9377,13.462,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583983.3783, 148507.9377)
"773",828,303,583987.9407,148510.3988,27.94,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583987.9407, 148510.3988)
"774",829,303,583990.6785,148505.495,49.276,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583990.6785, 148505.495)
"775",830,304,584016.7711,148505.5371,13.97,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584016.7711, 148505.5371)
"776",831,304,584020.6496,148504.0621,14.986,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584020.6496, 148504.0621)
"777",832,304,584013.9602,148496.0394,40.132,"ACRU",NA,"L",NA,"LEAN","Acer rubrum","Acer","rubrum","acerRubrum",c(584013.9602, 148496.0394)
"778",833,304,584013.3356,148492.4523,18.796,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584013.3356, 148492.4523)
"779",834,304,584011.2472,148498.6312,42.672,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584011.2472, 148498.6312)
"780",835,304,584008.421,148498.1167,32.004,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584008.421, 148498.1167)
"781",836,304,584009.567,148500.3708,11.938,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584009.567, 148500.3708)
"782",837,304,584011.9756,148503.1055,22.352,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584011.9756, 148503.1055)
"783",838,304,584005.2999,148509.9501,60.452,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584005.2999, 148509.9501)
"784",839,304,584008.8962,148512.3741,14.986,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584008.8962, 148512.3741)
"785",840,304,584013.4514,148507.708,25.908,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584013.4514, 148507.708)
"786",841,304,584015.4328,148504.8796,22.606,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584015.4328, 148504.8796)
"787",842,304,584013.3061,148514.16,12.954,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584013.3061, 148514.16)
"788",843,304,584013.3356,148514.0417,18.034,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584013.3356, 148514.0417)
"789",844,305,584039.8287,148540.3564,21.336,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584039.8287, 148540.3564)
"790",845,305,584040.644,148540.6432,14.732,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584040.644, 148540.6432)
"791",846,305,584043.916,148544.0711,43.434,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584043.916, 148544.0711)
"792",847,305,584041.6297,148535.0369,26.416,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584041.6297, 148535.0369)
"793",848,305,584037.9917,148532.2675,15.24,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584037.9917, 148532.2675)
"794",850,305,584050.9,148532.9806,56.642,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584050.9, 148532.9806)
"795",851,305,584042.2985,148530.7642,17.78,"ACRU",NA,"L",NA,"FORKED","Acer rubrum","Acer","rubrum","acerRubrum",c(584042.2985, 148530.7642)
"796",852,305,584042.2331,148530.3933,38.354,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584042.2331, 148530.3933)
"797",854,305,584048.3036,148521.9932,16.002,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584048.3036, 148521.9932)
"798",855,305,584043.8852,148520.426,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584043.8852, 148520.426)
"799",856,305,584030.4489,148518.1735,19.812,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584030.4489, 148518.1735)
"800",857,305,584028.076,148518.3498,32.258,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584028.076, 148518.3498)
"801",858,305,584027.8927,148521.7958,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584027.8927, 148521.7958)
"802",859,305,584029.9046,148525.5982,12.954,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584029.9046, 148525.5982)
"803",860,305,584032.5617,148528.4381,11.43,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584032.5617, 148528.4381)
"804",861,305,584029.3408,148526.1828,35.306,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584029.3408, 148526.1828)
"805",862,305,584028.656,148528.6571,44.196,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584028.656, 148528.6571)
"806",863,305,584031.5141,148533.4957,59.69,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584031.5141, 148533.4957)
"807",864,305,584027.1731,148539.437,36.576,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584027.1731, 148539.437)
"808",865,305,584032.6736,148538.9324,16.256,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584032.6736, 148538.9324)
"809",866,305,584035.0188,148542.5012,10.414,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584035.0188, 148542.5012)
"810",867,306,584063.5308,148547.4761,13.462,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584063.5308, 148547.4761)
"811",868,306,584069.8741,148549.6809,57.15,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584069.8741, 148549.6809)
"812",869,306,584068.1993,148544.1129,56.642,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584068.1993, 148544.1129)
"813",870,306,584071.1404,148543.3676,35.56,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584071.1404, 148543.3676)
"814",871,306,584071.6173,148536.4254,16.002,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584071.6173, 148536.4254)
"815",872,306,584069.3108,148534.2923,35.814,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584069.3108, 148534.2923)
"816",873,306,584073.6808,148533.2463,64.516,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584073.6808, 148533.2463)
"817",874,306,584067.8547,148533.5845,17.018,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584067.8547, 148533.5845)
"818",875,306,584063.3653,148528.838,18.034,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584063.3653, 148528.838)
"819",876,306,584061.8804,148530.2908,60.198,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584061.8804, 148530.2908)
"820",877,306,584061.3364,148527.4236,17.526,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584061.3364, 148527.4236)
"821",878,306,584053.8772,148522.9926,11.43,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584053.8772, 148522.9926)
"822",879,306,584054.3542,148530.6594,11.684,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584054.3542, 148530.6594)
"823",880,306,584055.0677,148531.5945,66.04,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584055.0677, 148531.5945)
"824",881,306,584057.6136,148534.0742,46.228,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584057.6136, 148534.0742)
"825",882,306,584058.2017,148537.2655,48.514,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584058.2017, 148537.2655)
"826",883,306,584054.25,148546.75,46.736,"NYSY",NA,"L","Angle entered incorrectly, coordinates updated coordinates 1/23/21",NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584054.25, 148546.75)
"827",884,306,584059.5037,148545.302,16.51,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584059.5037, 148545.302)
"828",885,307,584040.9668,148517.1428,22.098,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584040.9668, 148517.1428)
"829",886,307,584042.1891,148519.6429,57.658,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584042.1891, 148519.6429)
"830",887,307,584045.5356,148518.9336,13.208,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584045.5356, 148518.9336)
"831",888,307,584043.8995,148511.2622,12.192,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584043.8995, 148511.2622)
"832",889,307,584049.4261,148518.4337,28.194,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584049.4261, 148518.4337)
"833",890,307,584048.19,148515.1512,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584048.19, 148515.1512)
"834",891,307,584049.411,148515.846,10.16,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584049.411, 148515.846)
"835",892,307,584047.5554,148510.2674,24.13,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584047.5554, 148510.2674)
"836",893,307,584049.7594,148510.4244,70.612,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584049.7594, 148510.4244)
"837",894,307,584052.7909,148508.5751,13.97,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584052.7909, 148508.5751)
"838",895,307,584048.8129,148507.8788,81.28,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584048.8129, 148507.8788)
"839",896,307,584047.5524,148506.725,18.796,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584047.5524, 148506.725)
"840",897,307,584043.0339,148505.5914,16.002,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584043.0339, 148505.5914)
"841",898,307,584050.5749,148501.8614,34.798,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584050.5749, 148501.8614)
"842",899,307,584043.6175,148505.189,13.716,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584043.6175, 148505.189)
"843",900,307,584042.1787,148502.825,34.544,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584042.1787, 148502.825)
"844",901,307,584040.9679,148496.2767,11.938,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584040.9679, 148496.2767)
"845",902,307,584036.9391,148495.4486,24.384,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584036.9391, 148495.4486)
"846",903,307,584035.3519,148495.9587,57.404,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584035.3519, 148495.9587)
"847",904,307,584036.1033,148500.054,13.462,"PIST",NA,"D",NA,"SNAG","Pinus strobus","Pinus","strobus","pinusStrobus",c(584036.1033, 148500.054)
"848",905,307,584030.6728,148496.442,22.86,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584030.6728, 148496.442)
"849",906,307,584032.3217,148499.5262,59.69,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584032.3217, 148499.5262)
"850",907,307,584036.5094,148503.9638,27.432,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584036.5094, 148503.9638)
"851",908,307,584033.7399,148502.7626,64.008,"QUVE",NA,"D","DOWN PER FIELD VISIT 1/23/2021","LEAN","Quercus velutina","Quercus","velutina","quercusVelutina",c(584033.7399, 148502.7626)
"852",909,307,584034.1123,148503.4178,16.764,"PIST",NA,"D","DOWN PER FIELD VISIT 1/23/2021",NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584034.1123, 148503.4178)
"853",911,307,584030.4752,148509.4387,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584030.4752, 148509.4387)
"854",912,307,584029.7623,148509.8335,71.628,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584029.7623, 148509.8335)
"855",913,307,584029.4715,148510.3418,13.97,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584029.4715, 148510.3418)
"856",914,307,584030.0829,148514.9442,20.828,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584030.0829, 148514.9442)
"857",915,307,584033.7851,148512.4459,24.13,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584033.7851, 148512.4459)
"858",916,307,584037.0496,148512.4117,16.002,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584037.0496, 148512.4117)
"859",917,307,584037.0087,148514.0943,16.764,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584037.0087, 148514.0943)
"860",918,307,584036.1074,148516.3659,10.922,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584036.1074, 148516.3659)
"861",919,307,584039.7683,148514.667,16.51,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584039.7683, 148514.667)
"862",920,308,584065.794,148516.0641,56.134,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584065.794, 148516.0641)
"863",921,308,584073.4263,148515.3506,43.688,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584073.4263, 148515.3506)
